,galactose,acetate,pyruvate,glycerol,fructose,succinate,glucose
EX_cd2_e,0,0,0,0,0,0,0
EX_cgly_e,0,0,0,0,0,0,0
EX_chol_e,0,0,0,0,0,0,0
EX_chtbs_e,0,0,0,0,0,0,0
EX_cit_e,0,0,0,0,0,0,0
EX_cl_e,0,0,0,0,0,0,0
EX_cm_e,0,0,0,0,0,0,0
EX_cmp_e,0,0,0,0,0,0,0
EX_co2_e,5.1586390444,15.7057106,23.5691584049,9.12438206,12.4229766425,19.974761775,17.2512545
EX_cobalt2_e,0,0,0,0,0,0,0
EX_colipa_e,0,0,0,0,0,0,0
EX_colipap_e,0,0,0,0,0,0,0
EX_cpgn_e,0,0,0,0,0,0,0
EX_cpgn_un_e,0,0,0,0,0,0,0
EX_crn_e,0,0,0,0,0,0,0
EX_crn_D_e,0,0,0,0,0,0,0
EX_csn_e,0,0,0,0,0,0,0
EX_cu_e,0,0,0,0,0,0,0
EX_cu2_e,0,0,0,0,0,0,0
EX_cyan_e,0,0,0,0,0,0,0
EX_cynt_e,0,0,0,0,0,0,0
EX_cys_D_e,0,0,0,0,0,0,0
EX_cys_L_e,0,0,0,0,0,0,0
EX_cytd_e,0,0,0,0,0,0,0
EX_dad_2_e,0,0,0,0,0,0,0
EX_damp_e,0,0,0,0,0,0,0
EX_dca_e,0,0,0,0,0,0,0
EX_dcmp_e,0,0,0,0,0,0,0
EX_dcyt_e,0,0,0,0,0,0,0
EX_ddca_e,0,0,0,0,0,0,0
EX_dgmp_e,0,0,0,0,0,0,0
EX_dgsn_e,0,0,0,0,0,0,0
EX_dha_e,0.00483363,0,0,0,0,0,0
EX_dimp_e,0,0,0,0,0,0,0
EX_din_e,0,0,0,0,0,0,0
EX_dms_e,0,0,0,0,0,0,0
EX_dmso_e,0,0,0,0,0,0,0
EX_dopa_e,0,0,0,0,0,0,0
EX_doxrbcn_e,0,0,0,0,0,0,0
EX_dtmp_e,0,0,0,0,0,0,0
EX_dump_e,0,0,0,0,0,0,0
EX_duri_e,0,0,0,0,0,0,0
EX_eca4colipa_e,0,0,0,0,0,0,0
EX_enlipa_e,0,0,0,0,0,0,0
EX_enter_e,0,0,0,0,0,0,0
EX_etha_e,0,0,0,0,0,0,0
EX_ethso3_e,0,0,0,0,0,0,0
EX_etoh_e,0,0,2.8094097851,0.00000002,4.4353979544,0,4.9415032581
EX_f6p_e,0,0,0,0,0,0,0
EX_fald_e,0,0,0,0,0,0,0
EX_fe2_e,0,0,0,0,0,0,0
EX_fe3_e,0,0,0,0,0,0,0
EX_fe3dcit_e,0,0,0,0,0,0,0
EX_fe3dhbzs_e,0,0,0,0,0,0,0
EX_fe3hox_e,0,0,0,0,0,0,0
EX_fe3hox_un_e,0,0,0,0,0,0,0
EX_fecrm_e,0,0,0,0,0,0,0
EX_fecrm_un_e,0,0,0,0,0,0,0
EX_feenter_e,0,0,0,0,0,0,0
EX_feoxam_e,0,0,0,0,0,0,0
EX_feoxam_un_e,0,0,0,0,0,0,0
EX_for_e,0,0,11.9241798751,1.745302199,9.2282089091,10.296070345,0
EX_fru_e,0,0,0,0,-8.444651,0,0
EX_frulys_e,0,0,0,0,0,0,0
EX_fruur_e,0,0,0,0,0,0,0
EX_fuc_L_e,0,0,0,0,0,0,0
EX_fum_e,0,0,0,0,0,0,0
EX_fusa_e,0,0,0,0,0,0,0
EX_g1p_e,0,0,0,0,0,0,0
EX_g3pc_e,0,0,0,0,0,0,0
EX_g3pe_e,0,0,0,0,0,0,0
EX_g3pg_e,0,0,0,0,0,0,0
EX_g3pi_e,0,0,0,0,0,0,0
EX_g3ps_e,0,0,0,0,0,0,0
EX_g6p_e,0,0,0,0,0,0,0
EX_gal_e,-2.01728956,0,0,0,0,0,0
EX_gal_bD_e,0,0,0,0,0,0,0
EX_gal1p_e,0,0,0,0,0,0,0
EX_galct_D_e,0,0,0,0,0,0,0
EX_galctn_D_e,0,0,0,0,0,0,0
EX_galctn_L_e,0,0,0,0,0,0,0
EX_galt_e,0,0,0,0,0,0,0
EX_galur_e,0,0,0,0,0,0,0
EX_gam_e,0,0,0,0,0,0,0
EX_gam6p_e,0,0,0,0,0,0,0
EX_gbbtn_e,0,0,0,0,0,0,0
EX_gdp_e,0,0,0,0,0,0,0
EX_glc_e,0,0,0,0,0,0,-9.80772795
EX_glcn_e,0,0,0,0,0,0,0
EX_glcr_e,0,0,0,0,0,0,0
EX_glcur_e,0,0,0,0,0,0,0
EX_glcur1p_e,0,0,0,0,0,0,0
EX_gln_L_e,0,0,0,0,0,0,0
EX_glu_L_e,0,0,0,0,0,0,0
EX_gly_e,0,0,0,0,0,0,0
EX_glyald_e,0,0,0,0,0,0,0
EX_glyb_e,0,0,0,0,0,0,0
EX_glyc_e,0.00115452,0,0,-5.08755714,0.0031582536,-0.00000007,0.0041691
EX_glyc_R_e,0,0,0,0,0,0,0
EX_glyc2p_e,0,0,0,0,0,0,0
EX_glyc3p_e,0,0,0,0,0,0,0
EX_glyclt_e,-0.00000004,-0.00000002,0,-0.00000008,0,0.00045492,0.0005798
EX_gmp_e,0,0,0,0,0,0,0
EX_gsn_e,0,0,0,0,0,0,0
EX_gthox_e,0,0,0,0,0,0,0
EX_gthrd_e,0,0,0,0,0,0,0
EX_gtp_e,0,0,0,0,0,0,0
EX_gua_e,0,0,0,0,0,0,0
EX_h_e,1.5999771228,0,0,6.329438279,13.5970965747,0,8.2913796419
EX_h2_e,0,0,0,0,0,0,0
EX_h2o_e,9.7992147894,23.8270460927,3.6505225398,26.84775989,20.6821300737,18.637826615,29.1745089419
EX_h2o2_e,0,0,0,0,0,0,0
EX_h2s_e,0,0,0,0,0,0,0
EX_hacolipa_e,0,0,0,0,0,0,0
EX_halipa_e,0,0,0,0,0,0,0
EX_hdca_e,0,0,0,0,0,0,0
EX_hdcea_e,0,0,0,0,0,0,0
EX_hg2_e,0,0,0,0,0,0,0
EX_his_L_e,0,0,0,0,0,0,0
EX_hom_L_e,0,0,0,0,0,0,0
EX_hxa_e,0,0,0,0,0,0,0
EX_hxan_e,0,0,0,0,0,0,0
EX_idon_L_e,0,0,0,0,0,0,0
EX_ile_L_e,0,0,0,0,0,0,0
EX_imp_e,0,0,0,0,0,0,0
EX_indole_e,0,0,0,0,0,0,0
EX_inost_e,0,0,0,0,0,0,0
EX_ins_e,0,0,0,0,0,0,0
EX_isetac_e,0,0,0,0,0,0,0
EX_k_e,0,0,0,0,0,0,0
EX_kdo2lipid4_e,0.000000005,-0.00000002,0,-0.00000003,-4.28000001204132E-08,0.00000003,0
EX_lac_D_e,0,0,1.226,0.072798551,0,0,0.06984845
EX_lac_L_e,0,0,0,0,0,0,0
EX_lcts_e,0,0,0,0,0,0,0
EX_leu_L_e,0,0,0,0,0,0,0
EX_lipa_e,0,0,0,0,0,0,0
EX_lipa_cold_e,0,0,0,0,0,0,0
EX_lipoate_e,0,0,0,0,0,0,0
EX_lys_L_e,0,0,0,0,0,0,0
EX_lyx_L_e,0,0,0,0,0,0,0
EX_mal_D_e,0,0,0,0,0,0,0
EX_mal_L_e,0,0,0,0,0,0,0
EX_malt_e,0,0,0,0,0,0,0
EX_malthx_e,0,0,0,0,0,0,0
EX_maltpt_e,0,0,0,0,0,0,0
EX_malttr_e,0,0,0,0,0,0,0
EX_maltttr_e,0,0,0,0,0,0,0
EX_man_e,0,0,0,0,0,0,0
EX_man6p_e,0,0,0,0,0,0,0
EX_manglyc_e,0,0,0,0,0,0,0
EX_melib_e,0,0,0,0,0,0,0
EX_meoh_e,0.00000036,0.00000058,0.00000078,0.00000098,9.848E-07,0.00000102,0.0000013
EX_met_D_e,0,0,0,0,0,0,0
EX_met_L_e,0,0,0,0,0,0,0
EX_metsox_R_L_e,0,0,0,0,0,0,0
EX_metsox_S_L_e,0,0,0,0,0,0,0
EX_mg2_e,0,0,0,0,0,0,0
EX_mincyc_e,0,0,0,0,0,0,0
EX_minohp_e,0,0,0,0,0,0,0
EX_mmet_e,0,0,0,0,0,0,0
EX_mn2_e,0,0,0,0,0,0,0
EX_mnl_e,0,0,0,0,0,0,0
EX_mobd_e,0,0,0,0,0,0,0
EX_mso3_e,0,0,0,0,0,0,0
EX_n2o_e,0,0,0,0,0,0,0
EX_na1_e,0,0,0,0,0,0,0
EX_nac_e,0,0,0,0,0,0,0
EX_nh4_e,0,0,0,0,0,0,0
EX_ni2_e,0,0,0,0,0,0,0
EX_nmn_e,0,0,0,0,0,0,0
EX_no_e,0,0,0,0,0,0,0
EX_no2_e,0,0,0,0,0,0,0
EX_no3_e,0,0,0,0,0,0,0
EX_novbcn_e,0,0,0,0,0,0,0
EX_o16a4colipa_e,0,0,0,0,0,0,0
EX_o2_e,0,0,0,0,0,0,0
EX_o2s_e,0,0,0,0,0,0,0
EX_ocdca_e,0,0,0,0,0,0,0
EX_ocdcea_e,0,0,0,0,0,0,0
EX_octa_e,0,0,0,0,0,0,0
EX_orn_e,0,0,0,0,0,0,0
EX_orot_e,0,0,0,0,0,0,0
EX_pacald_e,0,0,0,0,0,0,0
EX_peamn_e,0,0,0,0,0,0,0
EX_phe_L_e,0,0,0,0,0,0,0
EX_pheme_e,0,0,0,0,0,0,0
EX_pi_e,0,0,0,0,0,0,0
EX_pnto_R_e,0,0,0,0,0,0,0
EX_ppa_e,0,0,0,0,0,0,0
EX_ppal_e,0,0,0,0,0,0,0
EX_pppn_e,0,0,0,0,0,0,0
EX_ppt_e,0,0,0,0,0,0,0
EX_pro_L_e,0,0,0,0,0,0,0
EX_progly_e,0,0,0,0,0,0,0
EX_psclys_e,0,0,0,0,0,0,0
EX_pser_L_e,0,0,0,0,0,0,0
EX_ptrc_e,0,0,0,0,0,0,0
EX_pydam_e,0,0,0,0,0,0,0
EX_pydx_e,0,0,0,0,0,0,0
EX_pydxn_e,0,0,0,0,0,0,0
EX_pyr_e,0,0,-27.5122,0,0,0,0
EX_quin_e,0,0,0,0,0,0,0
EX_r5p_e,0,0,0,0,0,0,0
EX_rfamp_e,0,0,0,0,0,0,0
EX_rib_D_e,0,0,0,0,0,0,0
EX_rmn_e,0,0,0,0,0,0,0
EX_sbt_D_e,0,0,0,0,0,0,0
EX_sel_e,0,0,0,0,0,0,0
EX_ser_D_e,0,0,0,0,0,0,0
EX_ser_L_e,0,0,0,0,0,0,0
EX_skm_e,0,0,0,0,0,0,0
EX_slnt_e,0,0,0,0,0,0,0
EX_so2_e,0,0,0,0,0,0,0
EX_so3_e,0,0,0,0,0,0,0
EX_so4_e,0,0,0,0,0,0,0
EX_spmd_e,0,0,0,0,0,0,0
EX_succ_e,0,0,0.34734032,0,-4.96000338578995E-08,-14.48661002,0.10712285
EX_sucr_e,0,0,0,0,0,0,0
EX_sulfac_e,0,0,0,0,0,0,0
EX_tartr_D_e,0,0,0,0,0,0,0
EX_tartr_L_e,0,0,0,0,0,0,0
EX_taur_e,0,0,0,0,0,0,0
EX_tcynt_e,0,0,0,0,0,0,0
EX_thm_e,0,0,0,0,0,0,0
EX_thr_L_e,0,0,0,0,0,0,0
EX_thrp_e,0,0,0,0,0,0,0
EX_thym_e,0,0,0,0,0,0,0
EX_thymd_e,0,0,0,0,0,0,0
EX_tma_e,0,0,0,0,0,0,0
EX_tmao_e,0,0,0,0,0,0,0
EX_tre_e,0,0,0,0,0,0,0
EX_trp_L_e,0,0,0,0,0,0,0
EX_tsul_e,0,0,0,0,0,0,0
EX_ttdca_e,0,0,0,0,0,0,0
EX_ttdcea_e,0,0,0,0,0,0,0
EX_ttrcyc_e,0,0,0,0,0,0,0
EX_tungs_e,0,0,0,0,0,0,0
EX_tym_e,0,0,0,0,0,0,0
EX_tyr_L_e,0,0,0,0,0,0,0
EX_tyrp_e,0,0,0,0,0,0,0
EX_uacgam_e,0,0,0,0,0,0,0
EX_udpacgal_e,0,0,0,0,0,0,0
EX_udpg_e,0,0,0,0,0,0,0
EX_udpgal_e,0,0,0,0,0,0,0
EX_udpglcur_e,0,0,0,0,0,0,0
EX_ump_e,0,0,0,0,0,0,0
EX_ura_e,0,0,0,0,0,0,0
EX_urea_e,0,0,0,0,0,0,0
EX_uri_e,0,0,0,0,0,0,0
EX_val_L_e,0,0,0,0,0,0,0
EX_xan_e,0,0,0,0,0,0,0
EX_xmp_e,0,0,0,0,0,0,0
EX_xtsn_e,0,0,0,0,0,0,0
EX_xyl_D_e,0,0,0,0,0,0,0
EX_xylu_L_e,0,0,0,0,0,0,0
EX_zn2_e,0,0,0,0,0,0,0
12DGR120tipp,0,0,0,0,0,0,0
12DGR140tipp,0,0,0,0,0,0,0
12DGR141tipp,0,0,0,0,0,0,0
12DGR160tipp,0,0,0,0,0,0,0
12DGR161tipp,0,0,0,0,0,0,0
12DGR180tipp,0,0,0,0,0,0,0
12DGR181tipp,0,0,0,0,0,0,0
12PPDRtex,0,0,0,0,0,0,0
12PPDRtpp,0,0,0,0,0,0,0
12PPDStex,0,0,0,0,0,0,0
12PPDStpp,0,0,0,0,0,0,0
14GLUCANabcpp,0,0,0,0,0,0,0
14GLUCANtexi,0,0,0,0,0,0,0
23CAMPtex,0,0,0,0,0,0,0
23CCMPtex,0,0,0,0,0,0,0
23CGMPtex,0,0,0,0,0,0,0
23CUMPtex,0,0,0,0,0,0,0
23DAPPAt2pp,0,0,0,0,0,0,0
23DAPPAtex,0,0,0,0,0,0,0
23PDE2pp,0,0,0,0,0,0,0
23PDE4pp,0,0,0,0,0,0,0
23PDE7pp,0,0,0,0,0,0,0
23PDE9pp,0,0,0,0,0,0,0
26DAHtex,0,0,0,0,0,0,0
2AGPA120tipp,0,0,0,0,0,0,0
2AGPA140tipp,0,0,0,0,0,0,0
2AGPA141tipp,0,0,0,0,0,0,0
2AGPA160tipp,0,0,0,0,0,0,0
2AGPA161tipp,0,0,0,0,0,0,0
2AGPA180tipp,0,0,0,0,0,0,0
2AGPA181tipp,0,0,0,0,0,0,0
2AGPE120tipp,0,0,0,0,0,0,0
2AGPE140tipp,0,0,0,0,0,0,0
2AGPE141tipp,0,0,0,0,0,0,0
2AGPE160tipp,0,0,0,0,0,0,0
2AGPE161tipp,0,0,0,0,0,0,0
2AGPE180tipp,0,0,0,0,0,0,0
2AGPE181tipp,0,0,0,0,0,0,0
2AGPEAT120,0,0,0,0,0,0,0
2AGPEAT140,0,0,0,0,0,0,0
2AGPEAT141,0,0,0,0,0,0,0
2AGPEAT160,0,0,0,0,0,0,0
2AGPEAT161,0,0,0,0,0,0,0
2AGPEAT180,0,0,0,0,0,0,0
2AGPEAT181,0,0,0,0,0,0,0
2AGPG120tipp,0,0,0,0,0,0,0
2AGPG140tipp,0,0,0,0,0,0,0
2AGPG141tipp,0,0,0,0,0,0,0
2AGPG160tipp,0,0,0,0,0,0,0
2AGPG161tipp,0,0,0,0,0,0,0
2AGPG180tipp,0,0,0,0,0,0,0
2AGPG181tipp,0,0,0,0,0,0,0
2AGPGAT120,0,0,0,0,0,0,0
2AGPGAT140,0,0,0,0,0,0,0
2AGPGAT141,0,0,0,0,0,0,0
2AGPGAT160,0,0,0,0,0,0,0
2AGPGAT161,0,0,0,0,0,0,0
2AGPGAT180,0,0,0,0,0,0,0
2AGPGAT181,0,0,0,0,0,0,0
2DGULRGx,0,0,0,0,0,0,0
2DGULRGy,0,0,0,0,0,0,0
2DGULRx,0,0,0,0,0,0,0
2DGULRy,0,0,0,0,0,0,0
2MAHMP,0,0,0,0,0,0,0
34dhpactex,0,0,0,0,0,0,0
3AMACHYD,0,0,0,0,0,0,0
3AMPtex,0,0,0,0,0,0,0
3CMPtex,0,0,0,0,0,0,0
3GMPtex,0,0,0,0,0,0,0
3HAD100,0,0,0,0,0,0,0
3HAD120,0,0,0,0,0,0,0
3HAD121,0,0,0,0,0,0,0
3HAD140,0,0,0,0,0,0,0
3HAD141,0,0,0,0,0,0,0
3HAD160,0,0,0,0,0,0,0
3HAD161,0,0,0,0,0,0,0
3HAD180,0,0,0,0,0,0,0
3HAD181,0,0,0,0,0,0,0
3HAD40,0,0,0,0,0,0,0
3HAD60,0,0,0,0,0,0,0
3HAD80,0,0,0,0,0,0,0
3HCINNMH,0,0,0,0,0,0,0
3HPPPNH,0,0,0,0,0,0,0
3HPPtex,0,0,0,0,0,0,0
3HPPtpp,0,0,0,0,0,0,0
3KGK,0,0,0,0,0,0,0
3NTD2pp,0,0,0,0,0,0,0
3NTD4pp,0,0,0,0,0,0,0
3NTD7pp,0,0,0,0,0,0,0
3NTD9pp,0,0,0,0,0,0,0
3OAR100,0,0,0,0,0,0,0
3OAR120,0,0,0,0,0,0,0
3OAR121,0,0,0,0,0,0,0
3OAR140,0.00586874,0.00945508,0.01271556,0.01597584,0.0160540384,0.01662816,0.0211926
3OAR141,0,0,0,0,0,0,0
3OAR160,0,0,0,0,0,0,0
3OAR161,0,0,0,0,0,0,0
3OAR180,0,0,0,0,0,0,0
3OAR181,0,0,0,0,0,0,0
3OAR40,0,0,0,0,0,0,0
3OAR60,0,0,0,0,0,0,0
3OAR80,0,0,0,0,0,0,0
3OAS100,0,0,0,0,0,0,0
3OAS120,0,0,0,0,0,0,0
3OAS121,0,0,0,0,0,0,0
3OAS140,0.00586874,0.00945508,0.01271556,0.01597584,0.0160540384,0.01662816,0.0211926
3OAS141,0,0,0,0,0,0,0
3OAS160,0,0,0,0,0,0,0
3OAS161,0,0,0,0,0,0,0
3OAS180,0,0,0,0,0,0,0
3OAS181,0,0,0,0,0,0,0
3OAS60,0,0,0,0,0,0,0
3OAS80,0,0,0,0,0,0,0
3OXCOAT,0,0,0,0,0,0,0
3PEPTabcpp,0,0,0,0,0,0,0
3PEPTtex,0,0,0,0,0,0,0
3UMPtex,0,0,0,0,0,0,0
42A12BOOXpp,0,0,0,0,0,0,0
4HOXPACDtex,0,0,0,0,0,0,0
4HTHRS,0,0,0,0,0,0,0
4PCP,0,0,0,0,0,0,0
4PCPpp,0,0,0,0,0,0,0
4PEPTabcpp,0,0,0,0,0,0,0
4PEPTtex,0,0,0,0,0,0,0
5DGLCNR,0,0,0,0,0,0,0
5DGLCNt2rpp,0,0,0,0,0,0,0
5DGLCNtex,0,0,0,0,0,0,0
5DOAN,0.00004158,0.00006694,0.00009009,0.00011319,0.0001137444,0.00011782,0.00015015
5MTRtex,0,0,0,0,0,0,0
5MTRtpp,0.00121392,0.00195576,0.00263016,0.00330456,0.0033207456,0.00343944,0.0043836
A5PISO,0.00440155,0.00709133,0.00953667,0.01198191,0.0120405716,0.01247109,0.01589445
AACPS1,0.00146718,0.00236379,0.00317889,0.00399399,0.0040135524,0.00415701,0.00529815
AACPS2,0,0,0,0,0,0,0
AACPS3,0.02183436,0.03517758,0.04730778,0.05943798,0.0597291048,0.06186402,0.0788463
AACPS4,0.01698264,0.02736092,0.03679572,0.04623052,0.0464569552,0.04811748,0.0613262
AACPS5,0.00875268,0.01410154,0.01896414,0.02382674,0.0239434424,0.02479926,0.0316069
AACPS6,0,0,0,0,0,0,0
AACPS7,0.00733592,0.01181887,0.01589445,0.01996983,0.0200675908,0.02078517,0.02649075
AACPS8,0,0,0,0,0,0,0
AACPS9,0,0,0,0,0,0,0
AACTOOR,0,0,0,0,0,0,0
AADDGT,0,0,0,0,0,0,0
AAMYL,0,0,0,0,0,0,0
AAMYLpp,0,0,0,0,0,0,0
AB6PGH,0,0,0,0,0,0,0
ABTA,0.06423372,0.33995216,0,0,0,0,0
ABUTD,0,0,0,0,0,0,0
ABUTt2pp,0,0,0,0,0,0,0
ABUTtex,0,0,0,0,0,0,0
ACACCT,0,0,0,0,0,0,0
ACACT1r,0.05637332,0.09082357,0.12214215,0.15346053,0.1542121228,0.15972447,0.20357025
ACACT2r,0.05637332,0.09082357,0.12214215,0.15346053,0.1542121228,0.15972447,0.20357025
ACACT3r,0.05637332,0.09082357,0.12214215,0.15346053,0.1542121228,0.15972447,0.20357025
ACACT4r,0.05637278,0.0908227,0.12214098,0.15345906,0.1542106456,0.15972294,0.2035683
ACACT5r,0.05637278,0.0908227,0.12214098,0.15345906,0.1542106456,0.15972294,0.2035683
ACACT6r,0.04903686,0.07900383,0.10624653,0.13348923,0.1341430548,0.13893777,0.17707755
ACACT7r,0.04756968,0.07664004,0.10306764,0.12949524,0.1301295024,0.13478076,0.1717794
ACACT8r,0,0,0,0,0,0,0
ACACt2pp,0,0,0,0,0,0,0
ACACtex,0,0,0,0,0,0,0
ACALD,0,0,0,0,0,0.00022743,0
ACALDtex,0,0,0,0,0,0,0
ACALDtpp,0,0,0,0,0,0,0
ACANTHAT,0,0,0,0,0,0,0
ACBIPGT,0,0,0,0,0,0,0
ACCOAC,0.0058754,0.00946581,0.01272999,0.01599397,0.0160722572,0.01664703,0.02121665
ACCOAL,0,0,0,0,0,0,0
ACGAL1PPpp,0,0,0,0,0,0,0
ACGAL1Ptex,0,0,0,0,0,0,0
ACGALtex,0,0,0,0,0,0,0
ACGAM1PPpp,0,0,0,0,0,0,0
ACGAM1Ptex,0,0,0,0,0,0,0
ACGAMK,0,0,0,0,0,0,0
ACGAMT,0,0,0,0,0,0,0
ACGAptspp,0,0,0,0,0,0,0
ACGAtex,0,0,0,0,0,0,0
ACGK,0.05893812,0.09495586,0.12769926,0.16044264,0.1612285016,0.16699134,0.2128321
ACGS,0.05893812,0.09495586,0.12769926,0.16044264,0.1612285016,0.16699134,0.2128321
ACHBS,0.05081508,0.08186874,0.11009934,0.13832994,0.1390074744,0.14397606,0.1834989
ACKr,0,13.9095,0,0,0,0,0
ACLS,0.15291684,0.24636602,0.33131982,0.41627362,0.4183125112,0.43326438,0.5521997
ACM6PH,0,0,0,0,0,0,0
ACMAMUT,0,0,0,0,0,0,0
ACMANAptspp,0,0,0,0,0,0,0
ACMANAtex,0,0,0,0,0,0,0
ACMUMptspp,0,0,0,0,0,0,0
ACMUMtex,0,0,0,0,0,0,0
ACNAMt2pp,0,0,0,0,0,0,0
ACNAMtex,0,0,0,0,0,0,0
ACNML,0,0,0,0,0,0,0
ACOAD1f,0,0,0,0,0,0,0
ACOAD2f,0,0,0,0,0,0,0
ACOAD3f,0,0,0,0,0,0,0
ACOAD4f,0,0,0,0,0,0,0
ACOAD5f,0,0,0,0,0,0,0
ACOAD6f,0,0,0,0,0,0,0
ACOAD7f,0,0,0,0,0,0,0
ACOAD8f,0,0,0,0,0,0,0
ACOATA,0,0,0,0,0,0,0
ACODA,0.05893812,0.09495586,0.12769926,0.16044264,0.1612285016,0.16699134,0.2128321
ACOLIPAabctex,0,0,0,0,0,0,0
ACONIs,0,0,0,0,0,0,0
ACONMT,0,0,0,0,0,0,0
ACONTa,1.5075595,8.9429558,8.0597,2.4132,4.4441,2.999,2.8874
ACONTb,1.5075595,8.9429558,8.0597,2.4132,4.4441,2.999,2.8874
ACOTA,0,0,0,0,0,0,0
ACPPAT120,0,0,0,0,0,0,0
ACPPAT140,0,0,0,0,0,0,0
ACPPAT141,0,0,0,0,0,0,0
ACPPAT160,0,0,0,0,0,0,0
ACPPAT161,0,0,0,0,0,0,0
ACPPAT180,0,0,0,0,0,0,0
ACPPAT181,0,0,0,0,0,0,0
ACPS1,0,0,0,0,0,0,0
ACS,0.1035848072,0.044618985,1.8997242651,0.614044821,3.9667749172,0.45834445,4.2582633581
ACSERtex,0,0,0,0,0,0,0
ACSERtpp,0,0,0,0,0,0,0
ACt2rpp,0,13.9095,0,0,0,0,0
ACt4pp,0,0,2.0349420351,0.233055871,3.2699,0.00252552,4.2802451081
ACtex,0,13.782557055,0,0,0,0,0
ADA,0,0,0,0,0,0,0
ADCL,0.00016056,0.00025868,0.00034788,0.00043708,0.0004392208,0.00045492,0.0005798
